MobileId,priceRange,processor,display,primarycamera,battery,frontcamera
iBall Andi 4.5 O Buddy 2015_august,3749,Quad core,"4.5"" (11.43 cm)",8 MP,1800 mAh,3.2 MP
Celkon Campus A359 2015_may,2299,Single core,"3.5"" (8.89 cm)",2 MP,1200 mAh,3.2 MP
Spice Boss Power 5510 2015_april,1220,Single core,"1.8"" (4.57 cm)",0.3 MP,1750 mAh,3.2 MP
Karbonn Titanium S11 2015_march,3299,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
i-smart IS 304 BUDDY 3 2014_november,2089,Quad core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Karbonn K85 2014_november,2400,Quad core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Karbonn K1 Rock 2014_july,1450,Quad core,"1.8"" (4.57 cm)",0.3 MP,1050 mAh,0.3 MP
Lava Iris 404e 2014_january,3999,Dual core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Karbonn A7 2012_april,6990,Dual core,"3.5"" (8.89 cm)",5 MP,1420 mAh,0.3 MP
Karbonn Smart A5i 2013_october,5980,Dual core,"3.5"" (8.89 cm)",3 MP,1420 mAh,0.3 MP
M-Tech Fusion 2013_september,7931,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn K Champ 9 2016_january,1450,Quad core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,2 MP
Videocon Z45 Amaze 2015_november,3100,Quad core,"4.5"" (11.43 cm)",2 MP,1600 mAh,0.3 MP
Intex Aqua Glam 2015_september,5399,Quad core,"4.7"" (11.94 cm)",8 MP,1850 mAh,8 MP
Trio T8 2015_february,1249,Quad core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,8 MP
M-Tech Opal Quest 3G 2015_february,2399,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Onida i406 2015_january,2985,Single core,"4.0"" (10.16 cm)",2 MP,1600 mAh,0.3 MP
iBall Andi5 Stallion 2014_october,4999,Quad core,"5.0"" (12.7 cm)",8 MP,1700 mAh,0.3 MP
XOLO A550s IPS 2014_august,5999,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
XOLO Play 6X 1000 2014_july,7349,Hexa Core,"5.0"" (12.7 cm)",8 MP,2100 mAh,2 MP
iBall Andi5T Cobalt2 2014_march,5499,Quad core,"5.0"" (12.7 cm)",12 MP,1750 mAh,2 MP
Alcatel One Touch Idol 2 Mini 2014_march,4999,Quad core,"4.5"" (11.43 cm)",8 MP,1700 mAh,0.3 MP
Lenovo A859 2014_january,11500,Quad core,"5.0"" (12.7 cm)",8 MP,2250 mAh,1.6 MP
LG Optimus G E970 2012_november,12149,Quad core,"4.7"" (11.94 cm)",8 MP,2100 mAh,1.3 MP
Karbonn A18 2012_september,2499,Quad core,"4.3"" (10.92 cm)",5 MP,1500 mAh,1.3 MP
Josh Thunder 2013_october,6999,Quad core,"3.5"" (8.89 cm)",8 MP,2600 mAh,3 MP
BLU Diva II 2016_january,1390,Quad core,"2.4"" (6.1 cm)",0.3 MP,1100 mAh,3 MP
Intex Cloud X15 Plus 2015_august,2899,Single core,"3.5"" (8.89 cm)",2 MP,1100 mAh,0.3 MP
Matrixx Genius G1 2015_august,6499,Quad core,"5.5"" (13.97 cm)",5 MP,2800 mAh,2 MP
Spice Xlife 364 2015_july,2990,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,1.3 MP
Spice Boss Power 5755 2015_april,1680,Dual core,"2.4"" (6.1 cm)",1.3 MP,1700 mAh,1.3 MP
Intex Aqua Xtreme V 2015_march,6999,Octa core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Trio T41 2014_october,2239,Dual core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Karbonn K84 2014_february,1799,Dual core,"4.0"" (10.16 cm)",1.3 MP,1400 mAh,0.3 MP
Intex Nova 2013_july,1385,Dual core,"2.4"" (6.1 cm)",0.1 MP,1400 mAh,0.3 MP
Micromax A101 2012_october,7200,Dual core,"5.2"" (13.21 cm)",5 MP,2000 mAh,0.3 MP
Nokia 1208 2007_may,4742,Dual core,"5.2"" (13.21 cm)",5 MP,2000 mAh,0.3 MP
Karbonn Alfa A110 2015_august,2040,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Zync J8 Mini 2015_march,1999,Single core,"0.66"" (1.68 cm)",2 MP,300 mAh,0.3 MP
Lava Iris Alfa 2015_january,5499,Quad core,"5.0"" (12.7 cm)",5 MP,2200 mAh,0.3 MP
Intex Boom 2 2014_december,2200,Quad core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,0.3 MP
Asus PadFone Mini PF400CG 2014_november,13329,Dual core,"4.0"" (10.16 cm)",8 MP,1200 mAh,2 MP
Jivi JV C444 2014_october,1599,Dual core,"1.8"" (4.57 cm)",0.3 MP,1800 mAh,2 MP
Micromax X281 2013_september,1435,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
Yxtel C968 2013_june,1799,Dual core,"4.63"" (11.76 cm)",0.3 MP,1100 mAh,2 MP
Mafe Hero 2015_october,1075,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
Intex Aqua 3G Neo 2015_september,2999,Quad core,"4.0"" (10.16 cm)",2 MP,1500 mAh,0.3 MP
White Cherry Mi3 2015_july,3687,Quad core,"5.2"" (13.21 cm)",5 MP,1500 mAh,2 MP
Celkon C335 2015_june,2500,Quad core,"1.8"" (4.57 cm)",1.3 MP,1000 mAh,2 MP
Intex Aqua 3G Plus 2014_december,3850,Dual core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Karbonn Titanium S8 2014_november,4999,Quad core,"5.0"" (12.7 cm)",8 MP,1800 mAh,0.3 MP
Swipe Halo Fone 2014_march,4999,Dual core,"6.5"" (16.51 cm)",2 MP,2800 mAh,0.3 MP
Lemon P103 2013_august,4550,Dual core,"5"" (12.7 cm)",3 MP,1800 mAh,0.3 MP
Adcom A350i 2013_october,2229,Dual core,"3.5"" (8.89 cm)",2 MP,1250 mAh,0.3 MP
M-Tech M15 Pro 2016_march,1285,Dual core,"2.4"" (6.1 cm)",0.3 MP,1700 mAh,0.3 MP
Chilli W03 2016_march,2299,Dual core,"4.0"" (10.16 cm)",3.2 MP,1650 mAh,1.3 MP
Vell-com 225 2015_december,1150,Dual core,"2.4"" (6.1 cm)",1.3 MP,1200 mAh,1.3 MP
Karbonn Smart A202 2015_august,2790,Single core,"3.5"" (8.89 cm)",2 MP,1100 mAh,0.3 MP
Josh Emerald 2015_june,1025,Single core,"2.4"" (6.1 cm)",2 MP,1400 mAh,0.3 MP
Intex Turbo Z6 2015_june,1815,Single core,"2.4"" (6.1 cm)",0.3 MP,1400 mAh,0.3 MP
Rage Velvet Plus 2015_january,1399,Single core,"3.5"" (8.89 cm)",1.3 MP,1200 mAh,0.3 MP
Karbonn A55 2014_april,3500,Dual core,"3.5"" (8.89 cm)",3 MP,1100 mAh,0.3 MP
Celkon A118 Signature HD 2013_may,4999,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,3 MP
Karbonn K27 Plus 2013_november,1390,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,3 MP
i-smart IS-52i Xtraa  2015_november,2970,Dual core,"3.5"" (8.89 cm)",3.2 MP,1800 mAh,1.3 MP
Celkon Campus A418 2015_october,2999,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Mafe Xpress 2015_october,1399,Single core,"2.4"" (6.1 cm)",0.3 MP,2200 mAh,0.3 MP
Intex Aqua Amoled 2015_february,4990,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
OptimaSmart OPS 45QX 2015_february,5899,Quad core,"4.5"" (11.43 cm)",8 MP,1500 mAh,2 MP
A&K A444 2015_january,1299,Quad core,"3.5"" (8.89 cm)",3 MP,1000 mAh,2 MP
Intex Aqua Amaze 2014_october,7590,Octa core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Karbonn A1 Pro 2014_august,3590,Octa core,"3.5"" (8.89 cm)",3 MP,1100 mAh,0.3 MP
Intex Cloud X12 2014_february,2599,Octa core,"3.5"" (8.89 cm)",2 MP,1200 mAh,0.3 MP
Videocon V1615 2013_november,1050,Octa core,"2.6"" (6.6 cm)",1.3 MP,1800 mAh,0.3 MP
OptimaSmart OPS-80D 2013_november,4999,Dual core,"5.0"" (12.7 cm)",8 MP,2200 mAh,1.3 MP
Karbonn K130 FUN 2015_december,1950,Dual core,"1.8"" (4.57 cm)",0.3 MP,800 mAh,1.3 MP
Mafe AERO 2015_november,1150,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,1.3 MP
Spice Style Desert Sand 2015_november,1450,Dual core,"2.4"" (6.1 cm)",1.3 MP,1750 mAh,1.3 MP
Intex Turbo M2 2015_april,1815,Dual core,"2.4"" (6.1 cm)",0.3 MP,1500 mAh,1.3 MP
Karbonn Titanium S19 2014_july,8490,Quad core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Spice Stellar Mi-361 2014_july,2199,Dual core,"3.5"" (8.89 cm)",2 MP,1400 mAh,1.3 MP
Karbonn Opium N9 2014_july,3999,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn A101 2014_june,9800,Dual core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Swipe Konnect 5.0 2014_june,4889,Quad core,"5.0"" (12.7 cm)",8 MP,1950 mAh,3.2 MP
Karbonn A51 Plus 2014_may,7800,Dual core,"3.5"" (8.89 cm)",3.2 MP,1100 mAh,0.3 MP
Lava Iris 550Q 2014_april,9600,Quad core,"5.5"" (13.97 cm)",8 MP,2600 mAh,2 MP
Karbonn Kochadaiiyaan The Legend 2.4 2014_february,2099,Quad core,"2.4"" (6.1 cm)",1.3 MP,1200 mAh,2 MP
Intex Aqua Glory 2013_january,3490,Single core,"4"" (10.16 cm)",3 MP,1400 mAh,1.3 MP
Spice Proton 5 2016_february,5999,Quad core,"5"" (12.7 cm)",13 MP,2000 mAh,5 MP
Jivi N3207 2016_february,1199,Quad core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,5 MP
Videocon Infinium Z51 Nova Plus 2015_june,4989,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,5 MP
Xccess Blaze 2015_may,2999,Dual core,"4.0"" (10.16 cm)",2 MP,1450 mAh,0.3 MP
Adcom KitKat A47 2015_february,3593,Quad core,"4.7"" (11.94 cm)",5 MP,1450 mAh,2 MP
Karbonn A5 Turbo 2014_august,3290,Quad core,"3.5"" (8.89 cm)",3 MP,1450 mAh,0.3 MP
M-Tech M15i Plus 2014_july,1347,Quad core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Micromax Bolt A71 2014_january,4949,Single core,"5.0"" (12.7 cm)",2 MP,2000 mAh,0.3 MP
Sansui S50 2012_december,4469,Single core,"2.6"" (6.6 cm)",1.3 MP,1800 mAh,0.3 MP
Mafe Star 2015_october,1299,Single core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,0.3 MP
iBall Andi 5Q Cobalt Solus 2015_january,7499,Octa core,"5.0"" (12.7 cm)",13 MP,2250 mAh,5 MP
Rage GC240 2014_december,1699,Octa core,"2.4"" (6.1 cm)",0.3 MP,1450 mAh,5 MP
M-Tech Turbo Pix 2014_november,6645,Quad core,"5.0"" (12.7 cm)",13 MP,1900 mAh,2 MP
Celkon Millennium Ultra Q500 2014_september,7999,Quad core,"5.0"" (12.7 cm)",8 MP,2500 mAh,2 MP
Champion My Phone 41 2014_august,3099,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,2 MP
Karbonn Titanium S3 2014_july,5499,Quad core,"5.0"" (12.7 cm)",8 MP,1800 mAh,2 MP
Alcatel One Touch Idol 2 2014_march,8999,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Micromax Bolt A37B 2014_february,2599,Single core,"3.5"" (8.89 cm)",2 MP,1450 mAh,0.3 MP
Karbonn A91 2014_january,2626,Dual core,"3.9"" (9.91 cm)",3.2 MP,1500 mAh,0.3 MP
Videocon A54 2013_september,6700,Dual core,"5.3"" (13.46 cm)",8 MP,2500 mAh,1.3 MP
Zopo Color E ZP350 2015_december,7595,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,2 MP
Onida i501 2015_january,3499,Dual core,"5.0"" (12.7 cm)",5 MP,1900 mAh,2 MP
Spice Stellar Mi-362 2014_november,10000,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,1.3 MP
Karbonn A14 2014_july,3759,Dual core,"4.3"" (10.92 cm)",5 MP,1400 mAh,0.3 MP
XOLO Q1011 2014_june,6819,Quad core,"5.0"" (12.7 cm)",8 MP,2250 mAh,2 MP
Micromax Bolt A66 2014_january,4490,Single core,"4.5"" (11.43 cm)",2 MP,1500 mAh,0.3 MP
Karbonn K77 2013_september,2690,Single core,"3.5"" (8.89 cm)",1.3 MP,1000 mAh,0.3 MP
M-Tech Star Plus 2013_august,1249,Single core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
LG Optimus Pro 2011_july,9999,Single core,"2.8"" (7.11 cm)",3 MP,1500 mAh,0.3 MP
Micromax X290 2010_november,1299,Single core,"2.4"" (6.1 cm)",1.3 MP,850 mAh,0.3 MP
Karbonn K1 2010_february,1479,Single core,"2"" (5.08 cm)",0.1 MP,1800 mAh,0.3 MP
Reach Sense 500 2016_january,3499,Dual core,"5.0"" (12.7 cm)",5 MP,1800 mAh,2 MP
Adcom Icon A25 2016_january,1099,Dual core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,2 MP
Mafe Classic 2015_november,1099,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
Trio T40S 2015_september,2449,Single core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.3 MP
Videocon Infinium Z45 Nova Plus 2015_february,3499,Quad core,"4.5"" (11.43 cm)",5 MP,1800 mAh,2 MP
Lemon T149 2015_january,2299,Quad core,"3.5"" (8.89 cm)",1.3 MP,1000 mAh,2 MP
i-smart IS-400 Gravity X1 2014_december,3299,Dual core,"4.0"" (10.16 cm)",3.2 MP,1800 mAh,1.3 MP
Micromax Canvas X353 2014_october,2264,Dual core,"3.5"" (8.89 cm)",0.3 MP,1100 mAh,1.3 MP
XOLO Q900 2013_october,5999,Quad core,"4.7"" (11.94 cm)",8 MP,1800 mAh,2 MP
Zen Ultrafone 303 2013_may,2519,Quad core,"4"" (10.16 cm)",3.2 MP,1500 mAh,0.3 MP
Motorola A835 2003_january,9306,Quad core,"4"" (10.16 cm)",0.3 MP,1500 mAh,0.3 MP
Intex Aqua 3G NS 2015_november,2399,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Rage Amazer 2015_march,1850,Single core,"2.4"" (6.1 cm)",0.3 MP,2000 mAh,0.3 MP
Karbonn A1 Plus Super 2014_july,6000,Dual core,"3.5"" (8.89 cm)",3 MP,1250 mAh,0.3 MP
XOLO Q1000 Opus 2 2014_june,10499,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
iBall Andi 3.5kke Genius 2014_may,4290,Dual core,"3.5"" (8.89 cm)",3.2 MP,1250 mAh,0.3 MP
Karbonn Titanium Octane 2014_april,12990,Octa core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Micromax Canvas Beat A114R 2014_february,5900,Quad core,"5.0"" (12.7 cm)",8 MP,1900 mAh,2 MP
Micromax Canvas Elanza A93 2014_february,5750,Dual core,"5.0"" (12.7 cm)",5 MP,1950 mAh,0.3 MP
Videocon A48 2013_september,3499,Dual core,"4.5"" (11.43 cm)",5 MP,1650 mAh,1.3 MP
Intex Cloud X1 2013_may,3470,Single core,"3.5"" (8.89 cm)",3 MP,1250 mAh,1.3 MP
iBall Andi 4v 2013_april,3950,Single core,"4"" (10.16 cm)",5 MP,1600 mAh,0.3 MP
Nokia 3220 2004_april,5043,Single core,"4"" (10.16 cm)",0.3 MP,1600 mAh,0.3 MP
Mafe Turbo 2015_october,1299,Single core,"2.4"" (6.1 cm)",0.3 MP,2100 mAh,0.3 MP
Karbonn Alfa A90 2015_september,2880,Single core,"4.0"" (10.16 cm)",2 MP,1400 mAh,1.3 MP
Videocon V1530N 2015_august,1299,Single core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,1.3 MP
SICT F20 2015_july,1350,Single core,"2.4"" (6.1 cm)",0.3 MP,2000 mAh,1.3 MP
Intex Aqua V Plus 2015_march,2321,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Karbonn S15 2015_february,3500,Quad core,"4.0"" (10.16 cm)",3.2 MP,1500 mAh,0.3 MP
Micromax X2411 2014_december,1379,Quad core,"2.4"" (6.1 cm)",0.3 MP,1100 mAh,0.3 MP
Karbonn A8 Star 2014_november,2505,Single core,"3.5"" (8.89 cm)",3 MP,1200 mAh,0.3 MP
Chilli B05 2014_october,1250,Single core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,0.3 MP
XOLO Q500S IPS 2014_july,6899,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Karbonn Smart A92 2014_march,3499,Dual core,"3.97"" (10.08 cm)",3.2 MP,1600 mAh,0.3 MP
iBall Andi 2011_october,4200,Dual core,"3.2"" (8.13 cm)",3 MP,1000 mAh,0.3 MP
Nokia 2600 2004_april,5310,Dual core,"3.2"" (8.13 cm)",3 MP,1000 mAh,0.3 MP
Nokia 6100 2002_september,2999,Dual core,"3.2"" (8.13 cm)",3 MP,1000 mAh,0.3 MP
Josh Sumoo 2015_october,1199,Dual core,"2.4"" (6.1 cm)",1.3 MP,3000 mAh,0.3 MP
Nikcron N209 2015_april,1049,Dual core,"1.8"" (4.57 cm)",1.3 MP,3000 mAh,0.3 MP
Zopo ZP590 2015_january,3499,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
Chilli B01 2014_october,1599,Quad core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,2 MP
Chilli B03 2014_october,1250,Quad core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,2 MP
Adcom Thunder A440 Plus 2014_september,3398,Dual core,"4.0"" (10.16 cm)",3 MP,1350 mAh,0.3 MP
Maxx Genx Droid7 AXD11 2014_september,3350,Dual core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Karbonn K695 Plus 2014_july,1299,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
iBall Andi 4.5D Royale 2014_april,3699,Quad core,"4.5"" (11.43 cm)",8 MP,1700 mAh,0.3 MP
Intex Cloud Y12 2014_february,5499,Dual core,"4.0"" (10.16 cm)",2 MP,2000 mAh,0.3 MP
Zen Ultrafone 504 2014_february,3990,Dual core,"5.0"" (12.7 cm)",5 MP,2000 mAh,1.3 MP
Mafe Royal 2016_february,1230,Dual core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,1.3 MP
Celkon C180 Jumbo 2015_october,2000,Dual core,"1.8"" (4.57 cm)",1.3 MP,1800 mAh,1.3 MP
i-smart IS-400 Splash K1 2015_october,2750,Quad core,"4"" (10.16 cm)",2 MP,1700 mAh,1.2 MP
Videocon Infinium Z51Q Star 2015_september,5480,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,2 MP
Onida G241 2015_june,1386,Quad core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,2 MP
Intex Slimzz 401 2015_march,5000,Quad core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,2 MP
Salora Arya Z3 2015_february,5399,Octa core,"5.0"" (12.7 cm)",8 MP,2200 mAh,2 MP
iBall Cobalt Oomph 4.7D 2015_february,4599,Quad core,"4.7"" (11.94 cm)",8 MP,1850 mAh,5 MP
XOLO Q520s 2015_january,6499,Quad core,"4.0"" (10.16 cm)",5 MP,1820 mAh,0.3 MP
iBall Andi4 Arc 2014_december,2699,Dual core,"4.0"" (10.16 cm)",2 MP,1300 mAh,0.3 MP
M-Tech Opal S2 2014_november,2993,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
OGO Amaze 2014_november,4499,Dual core,"4.5"" (11.43 cm)",8 MP,1300 mAh,1.3 MP
Champion My Phone 35 2014_october,2549,Single core,"3.5"" (8.89 cm)",3 MP,1650 mAh,2 MP
Adcom A50 2014_september,2699,Single core,"5.0"" (12.7 cm)",3.2 MP,1650 mAh,0.3 MP
Karbonn Titanium S9 Lite 2014_june,15500,Quad core,"5.5"" (13.97 cm)",8 MP,2100 mAh,2 MP
Micromax Canvas Engage 2014_may,3999,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Karbonn K275 2014_may,1390,Quad core,"2.4"" (6.1 cm)",0.3 MP,1050 mAh,0.3 MP
Intex Aqua N4 2014_april,5299,Quad core,"4.0"" (10.16 cm)",5 MP,1400 mAh,1.3 MP
Intex Aqua i4 Plus 2013_december,7599,Dual core,"5.0"" (12.7 cm)",8 MP,2000 mAh,1.3 MP
Celkon C6060 2012_november,2300,Dual core,"2.8"" (7.11 cm)",1.3 MP,1200 mAh,1.3 MP
Motorola DEFY 2010_october,7648,Dual core,"3.7"" (9.4 cm)",5 MP,1540 mAh,1.3 MP
Motorola Q9h 2007_february,10838,Dual core,"3.7"" (9.4 cm)",2 MP,1540 mAh,1.3 MP
Zen Ultrafone 303 Elite 2 2015_december,2599,Single core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.3 MP
Mafe Champ 2015_october,1050,Single core,"2.4"" (6.1 cm)",0.3 MP,1350 mAh,1.3 MP
Karbonn A109 3G 2015_august,2499,Single core,"4.0"" (10.16 cm)",2 MP,1300 mAh,0.3 MP
Intex Aqua Eco 2015_january,2500,Quad core,"4.0"" (10.16 cm)",3.2 MP,1500 mAh,1.3 MP
T-Series Duet T-18 2014_december,1099,Quad core,"1.77"" (4.5 cm)",0.3 MP,1800 mAh,1.3 MP
Intex Aqua i5 Octa 2014_december,7990,Octa core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Celkon Charm Grand 2014_november,7000,Octa core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,5 MP
Celkon C8 Jumbo 2014_november,1299,Octa core,"2.4"" (6.1 cm)",1.3 MP,2000 mAh,5 MP
Intex Aqua Slice 2014_october,5399,Quad core,"4.5"" (11.43 cm)",8 MP,1650 mAh,5 MP
Sansui S182 2014_august,1290,Quad core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,5 MP
Motorola EX122 2010_october,5877,Quad core,"3.2"" (8.13 cm)",3 MP,910 mAh,5 MP
Nokia 7900 Prism 2007_november,11999,Quad core,"2"" (5.08 cm)",2 MP,850 mAh,5 MP
Sony Ericsson P1i 2007_june,15059,Quad core,"2"" (5.08 cm)",3.2 MP,1120 mAh,0.3 MP
i-smart IS-205 Pro 2015_september,1018,Quad core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,0.3 MP
Adcom X17 Trendy 2015_august,1063,Quad core,"2.4"" (6.1 cm)",0.3 MP,1050 mAh,0.3 MP
Reach Axis RD62 3e 2015_march,2699,Dual core,"4.0"" (10.16 cm)",2 MP,1700 mAh,0.3 MP
OptimaSmart OPS-50QX 2015_february,6500,Quad core,"5.0"" (12.7 cm)",8 MP,1600 mAh,2 MP
OGO S4 2014_october,2699,Quad core,"4.0"" (10.16 cm)",3 MP,1500 mAh,1.3 MP
Celkon C350 2012_july,1499,Quad core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,1.3 MP
Motorola RIZR Z8 2007_february,11307,Quad core,"1.8"" (4.57 cm)",2 MP,1000 mAh,1.3 MP
iBall Shaan 2.4M Gripper 2016_january,2500,Quad core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,1.3 MP
Wishtel Ira Music 2016_january,1369,Quad core,"2.4"" (6.1 cm)",0.8 MP,800 mAh,1.3 MP
M-Tech L6 Plus 2015_december,1199,Quad core,"2.4"" (6.1 cm)",1.3 MP,1450 mAh,1.3 MP
iBall Shaan 2.8G Captain 2015_december,1399,Quad core,"2.8"" (7.11 cm)",0.3 MP,1200 mAh,1.3 MP
iBall Andi 3.5V Grabit2 2015_october,2090,Single core,"3.5"" (8.89 cm)",2 MP,1200 mAh,0.3 MP
Adcom X16 Fun 2015_august,1018,Single core,"1.8"" (4.57 cm)",0.3 MP,1050 mAh,0.3 MP
Spice Boss M-5801 2015_june,1399,Single core,"2.8"" (7.11 cm)",1.3 MP,1000 mAh,0.3 MP
M-Tech Bravo 2015_february,3143,Dual core,"4.0"" (10.16 cm)",2 MP,1000 mAh,0.3 MP
Lima Mobiles Ice Cube 2015_january,2999,Dual core,"4.5"" (11.43 cm)",5 MP,1500 mAh,0.3 MP
DOMO nTice Quad 1 2014_october,7990,Quad core,"5.0"" (12.7 cm)",13 MP,2500 mAh,2 MP
Spice Boss M-5019 2014_june,1199,Quad core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,2 MP
Spice Smart Flo Edge Mi-349 2013_october,3299,Dual core,"3.5"" (8.89 cm)",1.3 MP,1500 mAh,0.3 MP
Intex Aqua N2 2013_october,7100,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,1.3 MP
Josh Fortune 9 2013_october,2999,Dual core,"4.0"" (10.16 cm)",3.2 MP,1650 mAh,0.3 MP
Zopo Color S5.5 2016_february,9599,Quad core,"5.5"" (13.97 cm)",8 MP,3000 mAh,2 MP
Zopo Hero 1 2016_february,9899,Quad core,"5.0"" (12.7 cm)",13.2 MP,2500 mAh,5 MP
Xillion XGenie B400 2015_november,1325,Quad core,"2.4"" (6.1 cm)",1.3 MP,2400 mAh,5 MP
Spice Xlife 480Q 2015_september,3799,Quad core,"4.5"" (11.43 cm)",5 MP,1750 mAh,1.3 MP
Spice Boss M-5701 2015_april,1395,Quad core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,1.3 MP
Intex Aqua Y2 Plus 2015_april,4299,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,1.3 MP
Celkon Millennia Q450 2015_march,3500,Quad core,"4.5"" (11.43 cm)",5 MP,1800 mAh,2 MP
Kestrel KM 401 2014_december,2799,Dual core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
iBall Andi 4F Waves 2014_october,2499,Quad core,"4.0"" (10.16 cm)",2 MP,1400 mAh,0.3 MP
Celkon Charm One 2014_august,1890,Quad core,"2.4"" (6.1 cm)",1.3 MP,1200 mAh,0.3 MP
OptimaSmart OPS-45Q 2014_july,4017,Quad core,"4.5"" (11.43 cm)",8 MP,1500 mAh,2 MP
Karbonn Opium N7 2014_july,3505,Quad core,"4.0"" (10.16 cm)",5 MP,1600 mAh,0.3 MP
M-Tech Sharp 2014_june,1842,Quad core,"3.5"" (8.89 cm)",1.3 MP,1500 mAh,0.3 MP
Spice Boss Killer 2 M-5361 2014_february,1482,Quad core,"2.3"" (5.84 cm)",0.3 MP,1000 mAh,0.3 MP
Karbonn Smart A29 2013_july,4500,Dual core,"4.7"" (11.94 cm)",8 MP,2000 mAh,2 MP
Josh Fortune 2 2014_january,2299,Dual core,"3.5"" (8.89 cm)",2 MP,1450 mAh,0.3 MP
Adcom X12 2013_october,1215,Dual core,"2.4"" (6.1 cm)",0.3 MP,1500 mAh,0.3 MP
Kazam Trooper 451 2016_february,2990,Quad core,"5.0"" (12.7 cm)",5 MP,1800 mAh,0.3 MP
